i,275
will,23
never,3
die,3
in,68
front,2
of,94
you,78
180105249363591170bitch,1
180105249363591170woah,1
is,93
aditi,2
off,5
the,270
hook,1
then,19
lolyeahhh,1
can,27
find,7
u,83
later,9
😉887086756653043782,1
cheesecake,1
and,124
vibes,4
lawn,1
nowgonna,1
be,68
meeting,3
128,1
3,1
hoursmoving,1
this,36
to,230
saturday,1
at,42
10,13
pm,7
ure,1
still,22
required,1
show,6
up,26
there,22
or,19
ill,12
sad,4
it,93
a,167
good,28
timesardines,1
mac,2
sunday,3
night,5
mandatory,1
everyone,2
better,7
upfu,1
kthe,1
fucki,1
think,19
broken,2
friendship,2
deserves,1
an,14
announcementwe,1
do,37
silencei,1
might,9
need,28
bit,6
time,18
before,7
talk,1
againig,1
our,4
means,3
very,10
little,5
youwhat,2
would,19
brag,1
about,26
how,12
washowwwexcuse,1
methey,1
werent,1
out,24
when,11
ate,1
dinner,7
😭me,1
diana,3
are,36
only,12
true,2
texans,1
smhim,1
feeling,1
lied,1
toeast,1
hall,4
kitchen887086756653043782,1
moved,2
east,1
for,68
croissantsi,1
really,13
like,40
bryces,3
hairhado,1
itheh,1
niceandrew,1
wants,3
share,1
his,4
victory,1
httpsmediadiscordappnetattachments937440841813885008946883330643734588ishaassassinpngik,1
thank,2
uuuu,1
but,56
dad,5
disappointed,2
anyone,10
who,13
hasnt,4
😠everyone,1
if,27
havent,2
yet,2
sign,3
cry,2
dont,24
make,18
httpsdocsgooglecomspreadsheetsd1vn7dtk6bfno4onwimgamvbyclzbq7aygmpsqkkxi1eedituspsharingplease,1
comefrom,1
oilverand,1
cookiesthere,1
bag,3
cakeplease,1
come,10
eat,12
887086756653043782this,1
some,16
cake,2
kdpssst,1
yall,5
should,14
help,8
with,34
candidates,2
week,4
we,32
lot,12
people,18
✨,5
httpsdocsgooglecomspreadsheetsd1vn7dtk6bfno4onwimgamvbyclzbq7aygmpsqkkxi1eeditgid0im,1
rly,1
here,9
trying,15
steal,3
someones,1
father,2
fuckingwhile,1
theyre,1
hot,9
noww887086756653043782,1
food,2
now,19
kitchen,1
timebe,1
soonis,1
problem,4
put,8
my,102
actual,3
phone,3
idk,4
telegram,1
workshappy,1
new,10
yearha,1
hahaplz,1
unreact,1
oilvers,1
baking,1
poll,1
he,13
doesnt,9
get,33
rights,1
rnso,1
weu,1
know,25
see,13
rightthought,1
that,57
set,2
alarm,1
let,9
myself,7
ur,19
allowed,1
speak,1
mebut,1
mine,4
rightdoes,1
mean,9
nothing,4
uwho,1
fuck,6
sent,4
schedulethats,1
not,43
workswhat,2
meanwtftaskmaster,1
1015,2
wh,1
4,4
floor,12
times,2
onlyshe,1
insaneclaudia,1
winkleman,1
god,3
among,1
menthis,1
actully,2
everythingtaskmaster,1
newyears,1
specialthis,1
fucking,4
amazingi,1
winhaha,1
cant,13
mecheck,1
under,4
couchare,1
plates,1
dishes,2
because,6
im,52
sticking,1
mouth,3
repeatedly,1
on,50
4th,5
right,9
887086756653043782,1
bring,4
own,1
ull,1
have,69
luck,1
year887086756653043782,1
its,30
happening,1
actuallywalnutsmall,1
worled,1
ahaselas,1
friend,2
had,13
threesome,1
parentsr,1
bomb,3
bc,28
heart,1
explodedont,1
creepyhe,1
loves,4
so,38
much,12
wont,6
stop,6
talking,2
literally,1
favorite,4
character,4
adrien,1
episode,2
where,11
one,25
totally,1
dumps,1
other,6
ones,1
thing,6
honestly,3
points,1
they,21
thats,13
whats,1
important,3
day,6
saved,2
bye,2
butterfly,1
hawk,1
man,3
mothy,1
anger,1
purple,1
g,1
m,1
e,8
rhe,1
draw,1
diagramask,1
him,7
explain,3
love,14
squareluke,1
has,13
found,6
showthe,1
piece,4
also,26
miraculous,1
ladybugpieits,1
finally,3
taskmaster,16
crytaskmaster,1
1020,1
tonight,7
wh4,3
therei,2
hate,8
tonight😉its,1
too,22
avoid,3
itll,1
haunt,1
me,41
foreverand,1
ive,5
spent,2
two,3
hours,4
thirty,1
minutes,14
avoiding,1
aaatoday,1
was,39
daywhen,1
look,6
back,8
no,19
dolly,3
trampled,1
patch,1
grass,1
tears,1
oblong,1
stone,1
remain,1
i’m,5
pathetic,1
don’t,7
already,6
far,1
behind,11
soon,4
he’ll,2
notice,1
failed,1
as,21
finish,5
squirming,1
towards,2
door,4
adrenaline,1
starts,2
fade,1
start,10
feel,21
individual,1
bone,1
fragments,1
swimming,1
around,4
leg,4
use,5
handle,1
prop,2
stabbing,1
pain,5
pivot,2
care,4
deserve,4
am,12
terrible,6
limp,1
along,1
pen,1
looking,3
over,7
long,6
trough,2
mass,1
tiny,3
piglets,1
grotesquely,1
fat,1
grown,1
bigs,1
lining,1
ready,10
incoming,1
feast,1
bucket,2
slop,2
sitting,2
side,1
indistinguishable,1
mixture,1
corn,1
husks,1
water,3
various,2
grains,1
maggots,1
sizes,1
gorging,1
themselves,1
filth,1
reach,1
hand,2
into,18
bowl,1
grasping,1
chunky,1
brownish,1
green,2
ooze,1
stuff,2
savoring,1
what,15
today,9
after,7
apologizing,1
pigs,6
shamefully,1
stealing,1
from,11
them,11
empty,2
rest,1
happily,2
devour,1
wish,1
could,13
helpful,2
by,7
fact,3
their,6
existence,2
incapable,1
hurting,1
others,1
through,6
fundamental,1
horribleness,1
beautiful,4
perfect,2
once,10
again,12
fall,3
barn,3
can’t,7
move,2
body,4
feels,1
being,6
stabbed,1
1000,1
shards,1
glass,1
all,25
didn’t,2
forget,3
feed,6
happen,2
miserable,1
useful,2
split,2
second,5
dayno,1
stupid,3
late,2
no…,1
frantic,1
yelling,1
turns,1
quiet,1
sob,1
writhe,1
mud,1
battered,1
pulses,1
harshly,1
blood,1
veins,1
almost,2
breaking,1
skin,1
keep,5
going,18
afford,1
arms,3
crawling,1
using,1
grasp,1
muddy,2
handholds,1
dirt,2
grime,1
smeared,1
entire,4
scrape,1
form,1
across,1
ground,2
limply,1
dragging,1
momentarily,1
her,11
face,3
first,5
ever,3
saw,5
tail,1
wags,1
she,6
she’s,2
world,11
begins,1
lighter,1
away,3
guilt,1
swallowing,1
whole,4
sorry,2
it’s,1
fault,3
i’ll,2
sorryi,1
bench,2
early,3
morning,2
5,8
6,2
though,3
clock,1
tired,1
that’s,1
alright,1
just,25
sundays,4
wake,1
responsibility,4
…,1
rooster,1
crowsi,1
begin,3
journey,1
lower,1
down,11
careful,1
land,1
left,2
foot,1
starting,2
onto,1
slightly,3
damp,1
gravel,1
walking,3
every,2
pained,1
step,1
take,12
determination,1
past,2
silo,1
