so,155
i’m,137
looking,8
for,209
it,355
before,41
i,942
leave,7
my,221
roomi,1
would,79
but,301
i’ve,21
currently,11
misplaced,1
key,4
wheeeagain,1
yes,29
this,126
is,337
an,59
announcementalso,1
unrelated,1
wanna,63
say,29
hi,3
to,779
y’all,50
today,15
now,61
that,231
back,70
p,4
missed,6
over,43
breaklight,1
or,84
dark,2
thoyea,6
thinking,13
might,74
be,223
bestthe,1
pink,6
almost,6
completely,2
washed,2
out,89
breakyes,1
needs,6
announcementwhat,1
color,3
do,161
dye,7
hair,18
flight,4
gets,5
in,270
later,8
than,32
tonightbecause,1
luke,22
was,221
confusedactually,1
photo,3
different,15
bikini,2
top,7
takendress,1
slightly,4
too,35
bigno,1
photos,2
were,59
takeni,1
made,14
interesting,5
impulsive,2
decisionsfjksdlgh,1
a,442
couple,12
things,10
id,19
ordered,2
came,4
inand,1
also,117
fun,27
tie,1
tube,1
topsstraight,1
kate,18
has,40
dressi’m,1
straight,17
nownooo,1
they,65
good,41
todayi’ve,1
seen,11
ones,7
from,67
past,11
years,3
oj,4
showed,2
me,116
chris’s,1
lmao,16
and,382
then,67
andrew,14
m,2
bunchyeeeeee,1
the,666
slides,1
are,162
very,53
entertaining,2
down,23
help,17
makepresent,1
one,62
anyone,63
interestedwe,1
knew,5
didn’t,12
know,62
applied,1
outside,9
of,286
while,7
really,34
sick,20
not,220
eatingcovid,1
lightweightfun,1
facti,1
morning,10
though,6
dont,77
knowi,4
think,127
your,32
telegram,1
number,9
should,51
real,3
unless,2
im,115
misunderstandingi,1
am,57
as,61
wellnowyes,1
decided,14
warranted,1
announcementsi’m,1
dclasses,1
person,13
on,166
27th,2
scheduled,2
ngl,4
chest,2
worst,3
it’s,58
been,52
rn,4
that’s,37
importantyayyyyrapid,1
test,13
2,29
negative,5
14th,1
april,1
pcouldnt,1
meimagine,1
pcr,2
testing,7
between,17
14thah,1
cool,17
thanksokay,1
dumb,9
questioni,1
theres,13
nyquil,7
dayquil,1
can,114
just,207
take,45
during,10
daysame,1
type,10
took,10
beforerapid,1
dyayyy🎉🎉🎉happy,1
new,10
yearhappy,1
yearsounds,1
goodif,1
wants,24
slices,1
cheese,1
albert,1
still,70
have,242
them,35
throwing,1
whatever,9
isn’t,5
gone,2
break,7
outthere,1
like,273
minuteslmao,1
hot,6
chocolatesad,1
can’t,14
make,27
cuz,38
wired,8
idk,19
if,194
invited,1
all,62
gender,9
restrooms…you’re,1
each,2
gendersi,1
earlier,4
plannedi’m,1
phone,3
figure,17
threads,1
sending,1
here,26
ended,5
up,81
last,18
minute,6
going,92
hs,3
robotics,7
event,3
had,43
ditch,1
changed,1
mind,7
idiot,2
through,14
timing…it,1
possible,5
will,47
chance,2
sneakathon,2
gift,1
punishment,1
entails,1
bring,16
tonightyayyyy887086756653043782,1
california,1
day,20
bitchesaaaa,1
plans,5
10th,1
thenwill,1
attempt,2
at,162
least,14
briefly,3
miss,1
yay,9
sleepif,2
you,240
don’t,51
hear,9
by,25
6,10
uhadventure,1
runso,1
goodpreferably,1
moreare,1
alreadywhat,1
happening,5
backwill,1
there,55
5if,1
advent,4
code,19
join,16
leaderboard,1
ignore,4
pleasewowbrainahhmwait,1
put,18
